school,type,ba_status,ba_url,ba_title,ba_note,lang_status,lang_url,lang_title,lang_note,ma_status,ma_url,ma_title,ma_note,lang_src,ma_src,ba_src
성균관대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2026_or_older,,,정규과정 schedule shows 2026학년도 4 semesters (last ends 2027.02.17); notices at 26-3학기; no 2027 guide yet,2027_guide,https://admission-global.skku.edu/eng/etc/bbs_list.html?bbsid=global_notice_re_eng&ctg_cd=Graduate&page=1&skey=&keyword=&mode=view&bltn_seq=53803,[Graduate] Application Guide for Spring 2027 (1st Rnd.) — 2027 전기 1차 일반대학원 모집요강 (외국인),"2026.08.21 게시. ENG/KOR/CN PDF 모집요강 첨부. 원서접수 2026.09.11~10.09, 2027 봄학기. 2027 Spring Admission Schedule(All Rounds)도 게시.",https://koreansli.skku.edu/ksli/index2.do,https://drive.google.com/file/d/1Zs5__wwn2oDeqz3C3S1J8c41zxiixaJW/view,https://drive.google.com/file/d/127MIvWuKv0q8mxsAD2j2c12j-zC_b6or/view
성신여자대학교,univ,2027_own,https://ipsi.sungshin.ac.kr/guide/dataroom.htm?bbsid=notice&ctg_cd=all&mode=view&bltn_seq=35975,2027학년도 재외국민과 외국인 특별전형 모집요강 및 제출서류 안내 (성신여자대학교 입학처),Official 입학처 notice (2026-05-29) with '2027학년도 성신여자대학교 재외국민과 외국인 특별전형 모집요강_최종.pdf' attached. Confirmed 2027 foreign guide on official domain.,2026_or_older,,,등록안내 shows 2026년 4학기 schedule; linked guide is '2025-2026 어학연수 모집요강'; no 2027,2026_or_older,https://www.sungshin.ac.kr/gras/12806/subview.do,"성신여자대학교 일반대학원 입학안내-모집요강 (최신: 2026학년도 후기 2차 모집안내, 정원외[외국인] 모집요강)",일반대학원 모집요강 최신이 2026학년도 후기 2차. 정원외(외국인) 모집요강 국문/ENG/중문 제공. 2027 모집요강 미게시.,https://www.sungshin.ac.kr/siie_kor/20413/subview.do,https://drive.google.com/file/d/1Y9kyefdSKsFAuW7QmzmsuBxBbfBOijlu/view,https://drive.google.com/file/d/1OhT1j86Z-OwgrXFbP-6hi9qpubUyNC83/view
세명대학교,univ,2026_or_older,https://www.semyung.ac.kr/cop/bbs/BBSMSTR_000000000309/selectBoardArticle.do?bbsId=BBSMSTR_000000000309&nttId=469849,2026학년도 1학기 학부 순수외국인입학특별전형 모집 안내 (세명대 국제교류처),Official 국제교류처 notice latest foreign guide = 2026학년도 1학기 학부 순수외국인입학특별전형 (posted 2025-11-17). No 2027 foreign guide found yet (2027-1학기 expected ~Nov 2026).,2026_or_older,,,Latest notice is '2026 가을학기 한국어 연수생 선발 계획' (posted 26.06.08); no 2027,2026_or_older,https://www.semyung.ac.kr/cop/bbs/BBSMSTR_000000000309/selectBoardArticle.do?bbsId=BBSMSTR_000000000309&nttId=474288&mno=sitemap_12,▣2026학년도 2학기 대학원 순수외국인입학특별전형 모집 안내,국제교류처 공지사항 최신 대학원 외국인전형 안내가 2026학년도 2학기(2026.04.28). 2026-1학기(2025.11)도 있음. 2027 모집요강 미게시.,https://www.semyung.ac.kr/smiie.do,https://drive.google.com/file/d/11i6KCb4NXnJMjQ-CCVnafDjjbTKQt8JR/view,https://drive.google.com/file/d/1tZn1jpNKJgij1003TwW2w8itnshYbD0K/view
세종대학교,univ,2027_own,http://ipsi.sejong.ac.kr/ipsi/assistant/notice.do?mode=view&articleNo=2645&title=2027%ED%95%99%EB%85%84%EB%8F%84+%EC%9E%AC%EC%99%B8%EA%B5%AD%EB%AF%BC%EA%B3%BC+%EC%99%B8%EA%B5%AD%EC%9D%B8%EC%A0%84%ED%98%95+%EB%AA%A8%EC%A7%91%EC%9A%94%EA%B0%95+%EA%B3%B5%EC%A7%80,2027학년도 재외국민과 외국인전형 모집요강 공지 (세종대학교 입학처),Official 입학처 notice with attached PDF '2027학년도세종대학교재외국민과외국인전형모집요강.pdf'. Confirmed 2027 foreign guide on official domain.,2026_or_older,,,Application portal shows only 2026학년도 겨울학기 세종어학원 정규과정; guide page requires login; no 2027,2026_or_older,https://graduate.sejong.ac.kr/graduate/admission/GSAG01_01.do,"세종대학교 일반대학원 모집일정 및 요강 (최신: 2026학년도 후기, Foreigner Admission 포함)",일반대학원 모집일정이 2026학년도 후기까지. 정원외 외국인 입학전형 2026 Fall PDF 존재(en.sejong.ac.kr). 2027 모집요강 미게시.,https://sos.sejong.ac.kr/kor/admission/koreaedu/index.do,https://drive.google.com/file/d/1ZZbN7xc19do8Sp3I7wYbJdwZK1lnoTnj/view,https://drive.google.com/file/d/1guj7CE1tJzC-DagzoXprCO3x2J8mVwN6/view
세한대학교,univ,none,,,,unknown_year,,,Page is only an intro/organization description of 한국어교육원; no admission guide or year information on page,?,,,,https://www.sehan.ac.kr/sehan/271/subview.do,,
송원대학교,univ,none,,,,2026_or_older,,,Site root redirects elsewhere but Korean course page works; latest notice = 2026학년도 겨울학기 모집; no 2027,?,,,,https://iec.songwon.ac.kr/,,
수원가톨릭대학교,univ,2027_adiga,adiga_2027 (downloaded),,,?,,,,?,,,,,,https://drive.google.com/file/d/1TQUKEDZmxAlm8VEkLsnhPzKNnxPnPCNM/view
수원대학교,univ,2027_own,https://ipsi.suwon.ac.kr/board/notice,2027학년도 수시모집 재외국민/북한이탈주민전형 (수원대학교 입학처 재외국민 카테고리),Official 입학처 has 재외국민 category with 2027 entries: '[재외국민]2027학년도 수시모집 재외국민/북한이탈주민전형 합격자 발표' (2026-07-28) + quick-menu '2027 재외국민 제출서류/경쟁률/합격자'. Also listed in MOE okep 2027 재외국민 특별전형 list; samsungedu posts '2027학년도 수원대 재외국민 특별전형 모집요강'.,2026_or_older,,,자료실 has '26-27 글로벌언어교육원 모집요강' (covers 2026-2027 academic year); notices at 2026 겨울학기; no 2027-specific guide,2026_or_older,https://www.suwon.ac.kr/index.html?menuno=1303,수원대학교 일반대학원 입학안내-모집요강 (모집요강 PDF + 외국인 모집요강 PDF),"일반대학원 모집요강/외국인 모집요강 PDF 게시, 연도 미표기. 공지사항 최신이 2026학년도 후기 대학원 신입생·편입생 모집(2026.06). 2027 외국인 모집요강 미확인.",https://koredu.suwon.ac.kr/,https://drive.google.com/file/d/1Pu04kVfgpQi3LxYeO8eMAM1R4s5SEBjU/view,https://drive.google.com/file/d/15_uQYXXaT4GCTNnyEu4fl6YOA0xmSWqT/view
숙명여자대학교,univ,2026_or_older,,,영문 외국인 입학 페이지(Admissions Guide) 최신 가이드가 '2026 Fall admission Undergraduate'(원서 2026.4~5월)뿐. 2027학년도 외국인 모집요강 없음. 국문 입학안내 '외국인 입학' 배너는 영문 페이지로 연결됨.,2026_or_older,,,정규과정 2026학년도 schedule (겨울 ends 2027.02.12); 모집요강 subpage redirects to other university (CMS bug); no 2027,2026_or_older,https://e.sookmyung.ac.kr/en/admission/graduate-school.do,숙명여자대학교 Graduate School Admission (2026 Fall Semester for International Students),국제입학 대학원 페이지가 2026 Fall Semester 대상. 일반대학원 모집요강 최신 2026학년도 후기. 2027 모집요강 미게시.,https://lingua.sookmyung.ac.kr/,https://drive.google.com/file/d/1UdZpJKh5x4VJWP-793rqIHABz3awUi9U/view,https://drive.google.com/file/d/1d6ieBe8zj2V3N9jK76HUzYRO1wCAXKxH/view
순천향대학교,univ,2026_or_older,,,국제교육교류처 외국인 입학(학사) 페이지에서 다운로드 모집요강이 '순천향대학교 2026학년도 2학기 외국인 신편입학 특별전형 모집요강 ENGLISH.pdf'로 2026학년도 2학기 버전. 2027 없음.,2026_or_older,https://sgee.sch.ac.kr/lib/download_user.php?file_name=2026%ED%95%99%EB%85%84%EB%8F%84%20%ED%95%9C%EA%B5%AD%EC%96%B4%EA%B5%90%EC%9C%A1%EC%9B%90%20%ED%95%99%EC%83%9D%20%EB%AA%A8%EC%A7%91%EC%9A%94%EA%B0%95(%ED%95%9C%EA%B5%AD%EC%96%B4).pdf&save_file=main_2026-02-001.pdf&meta=free,순천향대학교 한국어교육원 학생 모집요강 (한국어) - 2026학년도,모집요강 PDF is 2026학년도 한국어교육원 학생 모집요강; no 2027 guide yet,2026_or_older,https://gradu.sch.ac.kr/boards/lists/sub03_04,순천향대학교 대학원 공지사항 (최신: 2026학년도 후기 대학원 외국인 유학생 모집 안내 / Fall 2026),대학원 외국인 유학생 모집 안내가 Fall 2026(2026.05.07)까지. Spring 2026(2025.05)도 있음. 2027 모집요강 미게시.,https://sgee.sch.ac.kr/guide/guide03.php,https://drive.google.com/file/d/1NCnIz08oLdULvQ6if5K4Ty-D5KbKj_e2/view,https://drive.google.com/file/d/1ESlZmB01VVTAy0hKCLZSUIOlppgSIPHu/view
숭실대학교,univ,2026_or_older,,,입학처 순수외국인 모집요강 페이지의 현재 게시 가이드가 '2026-2학기 순수외국인 신편입학 모집요강'(KOR/ENG/CHI/JPN/VIE). 공지에 2028/2027학년도 전형시행계획 PDF는 있으나 외국인 모집요강은 2026-2가 최신. 2027 없음.,2026_or_older,,,등록안내 shows 2026년도 4학기 schedule; latest recruitment notice is 2026 봄학기; no 2027,2026_or_older,https://grad.ssu.ac.kr/admission/international/,숭실대학교 일반대학원 외국인 특별전형 안내 (Fall 2025 List 기준),외국인 특별전형 안내 페이지가 Fall 2025 기준. 일반대학원 공지 최신 2026학년도 후기 수시모집(내국인). 2027 외국인 모집요강 미게시.,https://language.ssu.ac.kr/,https://drive.google.com/file/d/169mP0_d_6vpeOc6jEb2i_S1glUjLmEoD/view,https://drive.google.com/file/d/1Yli-nSTha1wZt_EFTX0elqs8xm-C_BYa/view
신경주대학교,univ,2026_or_older,,,외국인 모집 요강 페이지의 한글/영문 PDF가 모두 '2026학년도 2학기 신·편입학 외국인 특별전형 모집요강'. 외국인 공지사항도 2026학년도 2학기 모집일정(2026-04-13)이 최신. 2027 없음.,error,,,korean.gu.ac.kr is dead/repurposed (serves Dong-A University content; https fails with SSL error); actual school at sgu.ac.kr has 한국어학당 under 국제교류처 but no separate admission guide page found,?,,,,http://korean.gu.ac.kr/,,https://drive.google.com/file/d/1G5SozN_A6gL21p8WySuq7tt95ljtUrcj/view
신라대학교,univ,none,,,,2026_or_older,,,Notice board latest = '2026학년도 2학기 외국인유학생 어학연수 모집요강' (2026-04-29); no 2027 guide yet,?,,,,https://skli.silla.ac.kr/,,
신한대학교,univ,2026_only,,,,2027_guide,https://www.shinhan.ac.kr/kr/178/subview.do,한국어과정 수업일정 (2027 봄/여름/가을/겨울 전체 학기 일정),한국어과정 페이지에 2027년 봄~겨울 전체 학기 일정 및 등록마감일 게시,?,,,,https://www.shinhan.ac.kr/kr/281/subview.do,,
아신대학교,univ,2026_or_older,,,재외국민과외국인 모집요강 PDF(AdmissionGuide_0.pdf) 내용이 '2025학년도 재외국민과외국인 특별전형 모집요강'(26쪽). 대학 자체 사이트 최신은 2025학년도로 2026/2027 가이드 없음.,2026_or_older,,,"자료실 최신 모집공고가 2026년 3월 개강반 (2025-11-13 등록), 2027 공고 없음",?,,,,https://www.acts.ac.kr/design/contents10.asp?code=15151115&left=acts6_2,,https://drive.google.com/file/d/1wMaECgfpX4jyWtxJaM9HvW92oW0SJ97Z/view
아주대학교,univ,2026_or_older,,,외국인유학생 입학정보 학부 공지 게시판 최신 모집요강이 '2026학년도 1학기(3월 입학) 순수외국인입학전형 모집요강(4개국어)'(2025-10-10). 2027학년도 가이드 미게재.,2026_or_older,,,"한국어과정 모집요강 최신 2026 (한/영/중/베, 2025-10-23 등록), 2027 미게재",2026_or_older,http://www.ajou.ac.kr/gs/admission/guide-download.do,아주대학교 일반대학원 모집요강 다운로드 (최신: 2026학년도 후기 / Fall 2026 ENG & KOR),외국인입학 모집요강 및 입시일정이 2026학년도 후기(Fall 2026) 기준. 2027 모집요강 미게시.,http://www.ajou.ac.kr/iadmissions/korean/course.do,https://drive.google.com/file/d/1_gs1PT3v_B99X3qUyTy0U3U-0Kw4WV_i/view,https://drive.google.com/file/d/1m1Mzg-xtx-1s7-ArMBD1b6MfqOgGQQJp/view
안양대학교,univ,2026_or_older,,,국제교류원 글로벌입학팀 학부 모집요강이 '2026학년도 후기 외국인 전형 모집요강(학부)' PDF(2026-2). 공지 최신은 2026학년도 9월 입학 합격자 발표(2026-07). 2027 없음.,?,,,,2026_or_older,https://www.anyang.ac.kr/grad/entrance/recruitment-guidelines.do,2026학년도 후기 안양대학교 대학원 모집요강 (일반전형 및 정원외 외국인전형),일반대학원 홈페이지 모집요강 페이지의 최신 파일이 2026학년도 후기(정원외 외국인전형 포함) PDF (Scribd 사본으로도 확인). 2027학년도 전기 모집요강 미게시 - 2026년 하반기 중 공지 예상.,,https://drive.google.com/file/d/1tf9CZwASQLzgIo1KQeFvDtWRpxwpXVc6/view,https://drive.google.com/file/d/1kWe8HM6_TqwkYzehsptVY51uvzwOathQ/view
연세대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2026_or_older,,,"정규과정/대학한국어과정 학비 2026 안내, 공지 최신 2026 브로슈어 (2026-01-09), 2027 없음",2027_guide,https://graduate.yonsei.ac.kr/graduate/admission/forein_schedule.do,2027학년도 대학원 전기(2027년 3월 신입학) 외국인전형 입시일정 (Graduate School Admissions for International Students),"대학원 홈페이지 외국인전형>전기 페이지에 2027 전기(2027.3) 외국인전형 일정 실시간 확인: 원서접수 2026.10.7~10.14, 구술 11.14, 최종합격 12.4. 2027학년도 전기 모집요강 PDF는 9월 중 공지 예정(현재 2026 요강 참고용 PDF 게시). 김박사넷 대학원생모집 2027 전기 외국인전형 일정과 동일 날짜 확인.",https://www.yskli.com/course.php?mid=K01_02,https://drive.google.com/file/d/1oTKi4-iU1SL7Ly6d0IoBScFjjlTT7CWf/view,https://drive.google.com/file/d/1lge5cyJgikZdzIfJN-fBdd0AcOgXzrnD/view
영남대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2026_or_older,,,"메인 일정 2026 봄~겨울 (겨울 2026.12~2027.2), 2027학년도 가이드 없음",2026_or_older,https://engraduate.yu.ac.kr/engraduate/admissions/admission-guideline.do,"1st Round Application - 영남대학교 대학원 외국인 입학 (Application Schedule 2026.3.30~4.27, Fall 2026)","대학원 영어 홈페이지 1st Round Application 페이지: 원서접수 2026.03.30~04.27, 결과 2026.05.27, 등록 2026.06 - 2026학년도 후기(Fall 2026) 입학전형. 지원 포털(uwayapply 2026/foreign/yuforeign). 2027학년도 전기 외국인 모집요강 미게시.",https://www.yu.ac.kr/kli/index.do,https://drive.google.com/file/d/1yaLFB85l_LzzkegR83bLrp6RFwLD9KZ5/view,https://drive.google.com/file/d/1FGCoMSsX3KMgEfl_S0SQZvMt178pniwP/view
영남신학대학교,univ,2027_adiga,adiga_2027 (downloaded),,,unknown_year,,,"일정소개 페이지에 연도 없는 일반 일정, 모집안내 비어있음, 공지 최신 2026 강사채용, 2027 가이드 없음",?,,,,http://langytus.tcubemnet.com/content/38,,https://drive.google.com/file/d/15ud_qViiDAiiTnRSHNQpTAhmGQJPFu8F/view
영산대학교,univ,unknown_year,,,영문 국제입학(Rercruitment & Admission Guide) 페이지는 지원자격·제출서류·절차만 기술된 상시 안내 페이지로 연도 표기 및 연도별 모집요강 PDF 없음. 국문 입학처(ipsi.ysu.ac.kr)는 내국인 전형 일정만 게재. 2027 여부 확인 불가.,2026_or_older,,,"학사일정 최신 2025학년도 (겨울 2025.12~2026.2), 공지 최신 2026, 2027 가이드 없음",?,,,,https://klec.ysu.ac.kr/,,https://drive.google.com/file/d/1-Vk-TUIQB3D-WZH6ONPXo6B8gjgeQlEt/view
영산선학대학교,univ,unknown_year,,,"대학 자체 사이트 입학안내에 외국인 전형 항목이 없고, 입학자료실 게시물은 2027학년도 수시 원서·개인정보동의서 등 내국인 서식뿐. 외국인 유학생 모집요강 미확인(불교계 소규모 대학).",?,,,,?,,,,,,https://drive.google.com/file/d/1MTb4hKLsV_897ERqXTWRrNDsyzuqo8Ff/view
예수대학교,univ,2027_adiga,adiga_2027 (downloaded),,,?,,,,?,,,,,,https://drive.google.com/file/d/1SzzCTzEIyolEqrzNj8ikkkT7wwzyySeJ/view
예원예술대학교,univ,2026_or_older,,,입학홍보처 재외국민과외국인 모집안내 페이지의 모집요강 PDF가 '예원대_2026학년도 외국인유학생 모집안내20p(웹용).pdf'(2026). 2027 가이드 없음.,2026_or_older,,,"한국어 연수과정 일정 최신 2026 봄~겨울 (겨울 2026.12~2027.2), 2027 가이드 없음",?,,,,https://www.yewon.ac.kr/main/?menu=495,,https://drive.google.com/file/d/1ONiyeYsgzimgd7J4SiP9pnyu4Ym-FP0_/view
용인대학교,univ,2026_or_older,,,입학관리과 외국인(수시/정시/편입) 페이지의 최신 모집요강이 '2026학년도 9월 입학 외국인(부모 모두 외국인인 외국인) 특별전형 신입생 모집요강'. 2027학년도 외국인 가이드 없음.,2026_or_older,,,"모집요강 최신 2026학년도 봄학기 (2025.10.29), 2027 없음",?,,,,https://language.yongin.ac.kr/,,https://drive.google.com/file/d/1r-Dse5TRu9MxWtuoDojnkpew53ijhbOG/view
우석대학교,univ,2026_or_older,,,입학처 재외국민과외국인 모집요강 목록이 2022~2026학년도까지이며 2027 없음. 또한 공지(2025-04-21)로 2027학년도부터 '재외국민과 외국인 전형' 모집 중지(순수외국인전형만 국제교류처 글로벌교육지원센터 global.woosuk.ac.kr에서 운영)라고 명시. 순수외국인 2027 가이드도 미게재.,?,,,,?,,,,,,https://drive.google.com/file/d/1W5PWPJpUK8lVhAOGZhMz5OhyLpmOsdh_/view
우송대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2027_guide,https://wkli.wsu.ac.kr/story/page/index.jsp?code=wkli020101a,어학연수 정규반 수업 안내 (2027 봄/여름/가을/겨울 학기 일정·지원기간),커리큘럼 페이지에 2027학년도 전 학기 일정·지원기간 게시,unknown_year,,,여러 검색에서 대학원 외국인 모집요강을 온라인에서 찾지 못함. 게시된 외국인전형 요강(ent.wsu.ac.kr 재외국민/외국인 게시판)은 모두 학부(재외국민과 외국인 특별전형)용. 우송대 대학원(철도융합대학원 등) 외국인 입학 안내는 별도 공개된 가이드 없이 국제교류처/대학원 문의 방식으로 보임. 2027 대학원 외국인 요강 존재 확인 불가.,https://wkli.wsu.ac.kr/,https://drive.google.com/file/d/1GM-hjdMRXN6Amwgmiyhgq2PgYqObLtY-/view,https://drive.google.com/file/d/15RRIP2qybRzwDzcPQk2gyhPaDpP9vfSV/view
울산대학교,univ,unknown_year,,,공식 입학처(iphak.ulsan.ac.kr)에는 2027학년도 대학입학전형시행계획 변경안(일반전형)만 확인됨. 국제교류처(international.ulsan.ac.kr)에는 한국어교육센터 모집요강만 있음. 2027 외국인/국제학생 모집요강은 공식 사이트에서 찾지 못함.,2026_or_older,,,"공지 최신 2026 Fall Admission Guideline (2026-04-14), 2027 모집요강 없음",2026_or_older,https://grad.ulsan.ac.kr/grad/3334,울산대학교 일반대학원 입학안내 - 2026학년도 전기 입학전형 일정 (외국인특별전형은 International Students Admission Guide 참조),"일반대학원 홈페이지 전기모집 페이지에 2026학년도 전기 일정 실시간 확인(원서 2025.11.10~14). 일반전형 외국인 입학과 외국인특별전형 구분 안내, 외국인특별전형은 English Admission Guide 참조. 2027 전기 일정/요강 미게시.",https://international.ulsan.ac.kr/international/405,https://drive.google.com/file/d/1-siT2ZDk2Ku-5IOGOimku5QmaEbiwVMd/view,https://drive.google.com/file/d/1SBW2_LS2AmbsqXEHRcXlKpC0xDLOjFCK/view
원광대학교,univ,unknown_year,,,공식 입학처(ipsi.wku.ac.kr)에 2027학년도 입학전형 시행계획 및 2027 서류 공지(특성화고/농어촌 등 일반전형)는 있으나 외국인/재외국민 모집요강은 확인되지 않음. wgs.wku.ac.kr 외국인 페이지는 일반대학원(2026 후기)용.,2026_or_older,,,"한국어연수 모집요강 최신 2026 (2026-03-23 국문), 2027 없음",2026_or_older,https://wgs.wku.ac.kr/?page_id=297,원광대학교 일반대학원 외국인전형(Foreigner) - 2026학년도 후기(1차) 모집 일정 안내,일반대학원 홈페이지 외국인전형 페이지에 2026학년도 후기(1차) 일반대학원 모집 일정 안내 게시 확인. 2026-1 대학원 모집요강 PDF 확인. 2027학년도 외국인전형 요강 미게시.,https://ipsi.wku.ac.kr/submenu.do?menuurl=8pYtphfeWm2Bb85hdKCTcQ%3D%3D&,https://drive.google.com/file/d/13-0xOtWSKILgBYV80HGaVeogcadfjeMJ/view,https://drive.google.com/file/d/1HV5EUbEqbetWnJA60whnfB0IBS0fwMmD/view
위덕대학교,univ,none,,,,2026_or_older,,,"한국어과정 안내에 연도 없는 일반 일정, 공지 최신 2026, 2027 가이드 없음",?,,,,https://lang.uu.ac.kr/sub_5/index3.php,,
유원대학교,univ,2026_or_older,https://www.u1.ac.kr/global/admissions/recruitment.do,유원대학교 2026학년도 후기 모집요강 (kor/eng),국제교류원 모집요강 페이지에 공식 2026학년도 후기 모집요강(한국어/영어 PDF)만 게시됨. 2027 외국인 모집요강은 아직 공식 사이트에 없음.,2026_or_older,,,"모집요강 최신 2026학년도 유원대 한국어교육원 (한/베/러), 2027 없음",unknown_year,,,국제교류원 공식 페이지(u1.ac.kr/global/admissions/typical-schedule.do)에 '대학원 과정에 지원하실 분은 일반대학원 또는 특수대학원 교학팀으로 직접 문의'라고 명시 - 온라인 대학원 외국인 모집요강을 게시하지 않음. 게시된 모집요강(2026 후기)은 학부용. 2027 대학원 외국인 요강 온라인 존재 확인 불가.,https://www.u1.ac.kr/global/education/greetings.do,https://drive.google.com/file/d/13dpa1enYwLZJiXll6JZdRPAoRs8lCpBQ/view,https://drive.google.com/file/d/1BoGHXBFebQ9IgI76OEznNzyTau8j2Ltc/view
을지대학교,univ,2027_adiga,adiga_2027 (downloaded),,,unknown_year,,,"국제언어교육팀 사이트 콘텐츠 오래됨(2021-2022 영어과정 위주), 한국어과정 모집요강 미게재, 2027 없음",2026_or_older,https://grad.eulji.ac.kr/?menuno=3854,일반대학원 모집요강(외국인) - 최신 2026학년도 1학기 일반대학원 외국인 모집요강,일반대학원 홈페이지에 '모집요강(외국인)' 전용 메뉴 존재. 2026-1 일반대학원 외국인 모집요강(한/중/영) PDF 확인(Scribd 포함). 2027학년도 전기 외국인 요강 미게시(2026 하반기 공지 예상).,http://eulji.ac.kr/cile/,https://drive.google.com/file/d/1v3ZubgRBMJUxbJ4KGjKQ1IpnFSFLJSzn/view,https://drive.google.com/file/d/1oMJQEgyNNTEDcTkOyFVjha-jk_j6HOr5/view
이화여자대학교,univ,2027_own,https://admission.ewha.ac.kr/admission/html/main/intro.asp,2027학년도 재외국민 특별전형 모집요강(3월 입학),"공식 입학처 공지(2026-05-28)에 '2027학년도 재외국민 특별전형 모집요강(3월 입학)' 게시 확인. 단, 재외국민(해외동포) 특별전형이며 일반 외국인전형과는 별개.",2026_or_older,,,Notice board all 2026; latest schedule 2026 winter (26.12~27.02); no 2027 guide yet,2027_guide,https://isa.ewha.ac.kr/oisa/1441/subview.do,Spring 2027 Admissions Guide for International Applicants (Undergraduate & General Graduate School) - 2027학년도 1학기 외국인 신입학 모집요강,"국제학생팀(isa.ewha.ac.kr) Admissions Overview에 2027학년도 1학기(2027년 3월 입학) 외국인 신입학 일정 게시 확인: 원서접수 2026.9.2~10.8, 면접 10.24, 최종합격 2026.12.18, 등록 2027.1. 일반대학원 석사/석박통합/박사 명시 포함(2027년 2월 학위취득예정자 기준, TOPIK 4급/영어 요건).",https://elc.ewha.ac.kr/elc/main.do,https://drive.google.com/file/d/1k6RMrUJxhCWrE0ZWU9BbUSgrhmiL99ST/view,https://drive.google.com/file/d/1Kca_KxtMy2dGlbqMP14fxTEvSYcUOvP1/view
인제대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2027_guide,http://korean.inje.ac.kr/M02/M02_S01.php,입학안내 (ADMISSION) — 2027 봄/여름/가을/겨울 일정 포함,입학안내 페이지에 2027학년도 4개 학기 일정 게재 (2027 봄~겨울),2026_or_older,https://graduate.inje.ac.kr/,2026학년도 후기 대학원 입학전형 학생 모집 안내 (외국인전형 포함),일반대학원(graduate.inje.ac.kr) 최신 공지 2026학년도 후기(원서 2026.6.2~6.17) 및 2026 전기 대학원 외국인특별전형 국문 모집요강 확인. 2027학년도 전기 외국인 요강 미게시.,https://korean.inje.ac.kr/,https://drive.google.com/file/d/1Htw1gW_ng3Okv6W0SW5ps_L0wPg9HqBj/view,https://drive.google.com/file/d/1if0EcSQlpAYb_tjwV8k9UVmF1Oq5CGlj/view
인천가톨릭대학교,univ,2026_or_older,https://shin.iccu.ac.kr/bbs/bbs.php?boIdx=353&code=notice&ct=%ED%95%99%EC%82%AC&mode=v,2026학년도 인천가톨릭대학교 신학대학 신학과 외국인특별전형 모집요강,"공식 사이트에서 확인된 외국인 모집요강은 신학대학 신학과 외국인특별전형(2026학년도, 2025-09-29 공지)뿐. 2027 외국인 모집요강은 확인되지 않음.",?,,,,?,,,,,,https://drive.google.com/file/d/1321E0VCU637TfZOrAjQq805JoDgU0450/view
인천대학교,univ,2026_or_older,https://www.inu.ac.kr/global/13628/subview.do,2026.9 Undergraduate Admissions / 학부과정 외국인 입학안내 (2026.9월 학기),"공식 사이트에서 2026 외국인 입학 안내(2026.9 학기, 2026 후기 부모 모두 외국인 특별전형) 확인. 입시안내(admission.inu.ac.kr)에 '재외국민 및 외국인 입학 모집요강' 메뉴가 있으나 공식 도메인에서 2027 외국인/재외국민 모집요강 직접 확인 실패(제3자 사이트에만 2027 재외국민 요강 언급).",2026_or_older,,,Calendar ends at 2026 Winter (Dec07~Feb17 2027); notices all 2026; no 2027 terms yet,2026_or_older,https://www.inu.ac.kr/bbs/global/3153/369001/download,2026학년도 전기 대학원 외국인 신입학전형 모집요강,국제교류처 글로벌 게시판에 2026학년도 전기 대학원 외국인 신입학전형 모집요강 PDF 확인(석사/박사/석박통합). 2027학년도 전기 요강 미게시(2026 하반기 공지 예상).,https://korean.inu.ac.kr/inukli/6853/subview.do,https://drive.google.com/file/d/1s3BjOoFeZfKQOBp78EaM6byeN1eMuzdg/view,https://drive.google.com/file/d/1E97ROSFnoZg1hR1efhBB1JX29OOX2RPI/view
인하대학교,univ,2027_adiga,adiga_2027 (downloaded),,,2026_or_older,,,Program calendar ends 2026 Winter; Application form is '2026 Application form'; no 2027,2026_or_older,https://internationalcenter.inha.ac.kr/bbs/internationalcenter/2499/180066/artclView.do,인하대학교 대학원 2026학년도 2학기(후기) 외국인 일반전형 모집 안내 (Fall 2026 International General Admission),"대학원 외국인 전형은 '외국인 일반전형(International General Admission)'으로 국제센터에서 운영 - 최신 공지가 Fall 2026(원서 2026.4.14~5.11, 합격 6.30). 주의: 국제센터 게시판의 '2027학년도 1학기 외국인 특별전형 모집요강'(2026.05.27)은 PDF 확인 결과 학부(외국인 신편입학) 전용이며 대학원 아님. 2027 대학원 외국인 요강 미게시.",https://ltc.inha.ac.kr/,https://drive.google.com/file/d/1jSg9U3p3D7xKIns8EyPZ6lfJJY_B9Hpi/view,https://drive.google.com/file/d/1ghN_cuQ0VZpff5WchwT3HJpeXATdmPJA/view
